title,author,google_id,recommender,recommender_count,category,publication_date,pages
The Age of Wonder,Richard Holmes,sSLJnGMUw9wC,Ed Cooke,1,Science,2009,576
The Agile Gene,Matt Ridley,KM46oPVi66UC,Naval Ravikant,1,Science,2012,352
The Alchemist,Paulo Coelho,FEL8DlqjYEkC,Aubrey Marcus|Big Sean|Brené Brown|Daniel Ek|Eric Ripert|Gabby Reece|LeBron James|Lisa Ling|Ryan Flaherty|Ryan Shea|Tim Ferriss|Will Smith,12,Fiction,2009,208
The Alliance,Reid Hoffman,OvefAwAAQBAJ,Brian Armstrong|Phil Libin,2,Business & Economics,2014,193
The Almagest,Claudius Ptolemy,M4K4oQEACAAJ,Neil deGrasse Tyson,1,Science,2014,264
The Amazing Adventures of Kavalier & Clay,Michael Chabon,d0aVDAAAQBAJ,Ev Williams,1,Literary Criticism,2016,33
The American Challenge,Jean-Jacques Servan-Schreiber,19gfAQAAIAAJ,Peter Thiel,1,Computers,1986,111
The Anatomy of Disgust,William Ian Miller,YpPnwmxgsX0C,Sam Harris,1,Psychology,2009,336
The Ancient City,Peter Connolly,zMRlmgEACAAJ,Paul Graham,1,Juvenile Nonfiction,2000,256
The Annotated Alice,Lewis Carroll,bd0AAQAAQBAJ,Eric Weinstein,1,Fiction,2000,312
The Annotated Flatland,Ian Stewart,l5sjMcbobB8C,Bryan Johnson,1,Science,2008,272
The Anti-Christ,Friedrich Nietzsche,0ao8AAAAYAAJ,Jordan Peterson,1,Antichrist,1920,182
The Antidote,Oliver Burkeman,UhImO0N0b2gC,David Allen,1,Psychology,2012,256
The Apprenticeship of Duddy Kravitz,Mordecai Richler,XNVuITZr9EMC,Ryan Holiday,1,Fiction,1999,377
The Arabs,Eugene Rogan,fj8ytAEACAAJ,Patrick Collison,1,HISTORY,2017,
The Archetypes and The Collective Unconscious ,Carl Jung,hmXfBQAAQBAJ,Jordan Peterson|Ricardo Semler,2,Psychology,2014,480
The Argonauts,Maggie Nelson,q4CLCwAAQBAJ,Emma Watson,1,Biography & Autobiography,2016,192
The Armed Forces Officer,U.S. Department of Defense,N_hek4msSEMC,Jocko Willink,1,History,2007,162
The Art Of War,Sun Tzu,V-7DAgAAQBAJ,Dave Camarillo|Evan Spiegel|Jocko Willink|Marc Benioff|Neil deGrasse Tyson|Vlad Tenev,6,History,2012,96
The Art Spirit,Robert Henri,YxCbL7TPPwQC,Jack Dorsey|Ron Conway,2,Art,2007,288
The Art of Asking,Amanda Palmer,xq-MAwAAQBAJ,Tim Ferriss,1,Self-Help,2014,224
The Art of Being Unreasonable,Eli Broad,LJZqGV1SsasC,Bill Gates,1,Business & Economics,2012,208
The Art of Computer Programming,Donald E. Knuth,x9AsAwAAQBAJ,Max Levchin,1,Computers,1997,672
The Art of Doing Science and Engineering,Richard W. Hamming,tE59QgAACAAJ,Patrick Collison,1,Probabilities,1991,344
The Art of Dramatic Writing,Lajos Egri,1bp7P0-dEMMC,Seth Rogen,1,Language Arts & Disciplines,1972,320
The Art of Fielding,Chad Harbach,65p0FWFyFR4C,Sam Kass,1,Fiction,2011,528
The Art of Game Design,Jesse Schell,kRMeBQAAQBAJ,Ryan Hoover,1,Computers,2014,600
The Art of Happiness,Epicurus,z4NWJKprR1MC,Jack Dorsey,1,Philosophy,2012,272
The Art of Learning,Josh Waitzkin,XUwOtdcIWdkC,Bryan Callen|Dave Elitch|Ed Latimore|Mark Hart|Safi Bahcall,5,Biography & Autobiography,2008,265
The Art of Living and Dying,Osho,8fsjDwAAQBAJ,Joe Rogan,1,Social Science,2017,272
The Art of Loving,Erich Fromm,XEKtAwAAQBAJ,Esther Perel,1,Psychology,2000,130
The Art of Manipulation,R. B. Sparkman,StyOmwEACAAJ,Naval Ravikant,1,Influence (Psychology),1978,182
The Art of Nonfiction,Ayn Rand,ThwKSLHGrX8C,Tim Ferriss,1,Literary Criticism,2001,208
The Art of Possibility,Rosamund Stone Zander,K-nqOvyQZNkC,Seth Godin,1,Business & Economics,2000,206
The Art of War in the Middle Ages,Charles Oman,XRBkDwAAQBAJ,Paul Graham,1,Military art and science,1953,176
The Art of the Long View,Peter Schwartz,fILtwg777hsC,Stewart Brand,1,Business & Economics,1996,272
The Art of the Metaobject Protocol,Gregor Kiczales,3X5Gnudn3k0C,Alan Kay,1,Computers,1991,335
The Art of the Pimp,Dennis Hof,ewVxBgAAQBAJ,Alice Little,1,Biography & Autobiography,2015,352
The Art of the Start,Guy Kawasaki,-gXlwJnnNoEC,Ev Williams,1,Business & Economics,2004,226
The Art of the Start 2.0,Guy Kawasaki,jhN-BAAAQBAJ,Matt Mullenweg,1,Business & Economics,2015,336
The Artist's Way,Julia Cameron,N82aqC0P2rsC,Brian Koppelman|Tim Ferriss,2,Language Arts & Disciplines,2012,240
The Ascent of Money,Niall Ferguson,QJHgjwEACAAJ,Max Levchin,1,History,2009,442
The Aspirational Investor,Ashvin B. Chhabra,ba7dCQAAQBAJ,Graham Duncan,1,Business & Economics,2015,240
The Autobiography of Benjamin Franklin,Benjamin Franklin,UPyWAwAAQBAJ,Brandon Stanton|Charlie Munger|Cory Booker|Paul Graham|Vince Vaughn|Walter Isaacson,6,,1901,299
The Autobiography of Malcolm X,Malcolm X,EtVfCgAAQBAJ,Casey Neistat|Jason Calacanis|Jerrod Carmichael|Steve Aoki,4,Biography & Autobiography,2015,544
"The Autobiography of Martin Luther King, Jr.","Martin Luther King, Jr.",bFFiuAEACAAJ,Brandon Stanton,1,Biography & Autobiography,1998,400
The Awakening of Intelligence,Jiddu Krishnamurti,qwfvVpSsxRcC,Dave Elitch,1,Religion,1987,544
The BFG,Roald Dahl,XJH7DAAAQBAJ,Emma Watson,1,Juvenile Fiction,2016,176
The Barefoot Investor,Scott Pape,6HiYDQAAQBAJ,Turia Pitt,1,Business & Economics,2017,296
The Battle for the Soul of Capitalism,John C. Bogle,jjPX-wB8KTcC,Mr. Money Mustache,1,Business & Economics,2006,260
The Battle of Alcazar,E.W. Bovill,Y1BpAAAAMAAJ,Paul Graham,1,"Alcazarquivir, Battle of, Qasṛ al-Kabīr, Larache, Morocco, 1578",1952,198
The Beat of a Different Drum,Jagdish Mehra,1f9pQgAACAAJ,Eric Weinstein,1,Science,1996,630
The Beautiful and Damned,F. Scott Fitzgerald,MavWDwAAQBAJ,Taylor Swift,1,,,
The Bed of Procrustes,Nassim Nicholas Taleb,anF6BX3xoRgC,Matt Mullenweg|Naval Ravikant,2,Philosophy,2010,160
The Beggar King and the Secret of Happiness,Joel ben Izzy,NclB9DHfteEC,Maria Sharapova,1,Biography & Autobiography,2005,240
The Beginning of Infinity,David Deutsch,WFZl7YvsiuIC,Chris Anderson|Mark Zuckerberg|Naval Ravikant|Patrick Collison|Sam Harris|Steven Pinker,6,Explanation,2012,487
The Best Way to Play,Bill Cosby,jYJQGQAACAAJ,Oprah Winfrey,1,Juvenile Fiction,2007,40
The Best We Could Do,Thi Bui,mmqsswEACAAJ,Bill Gates,1,Biography & Autobiography,2018,336
The Bet,Paul Sabin,NAWXoAEACAAJ,Bill Gates,1,Business & Economics,2014,304
The Better Angels of Our Nature,Steven Pinker,8-vYCwAAQBAJ,A.J. Jacobs|Ben Silbermann|Bill Gates|Chris Anderson|Eric Schmidt|Jack Kornfield|John Arnold|Lex Fridman|Mark Zuckerberg|Stewart Brand,10,Psychology,2012,802
The Bhagavad Gita,-,wtQVewSq7SAC,Naval Ravikant|Wim Hof,2,Religion,1965,152
The Bible,-,fMWXlHKwehsC,Jordan Peterson,1,History,1979,286
The Big Book of Jewish Humor,William Novak,qQ1B3mgw1XoC,B.J. Novak,1,Humor,1981,336
The Big Book of New American Humor,William Novak,GpsNAQAAMAAJ,B.J. Novak,1,Humor,1990,339
The Big Change,Frederick Lewis Allen,iqT2M0xXP_cC,Paul Graham,1,"National characteristics, American",1955,308
The Big Picture,Sean Carroll,lufkDAAAQBAJ,Elon Musk|Liv Boeree,2,Science,2016,464
The Big Score,Michael S. Malone,ZZK1AAAAIAAJ,Patrick Collison,1,Business & Economics,1985,442
The Big Secret for the Small Investor,Joel Greenblatt,iM0l19ND9Y4C,Mr. Money Mustache,1,Business & Economics,2011,156
The Big Short,Michael Lewis,erDXCgAAQBAJ,David Heinemeier Hansson|Malcolm Gladwell,2,Business & Economics,2015,320
The Big Sleep,Raymond Chandler,ZgfbDwAAQBAJ,Jordan Peterson,1,Fiction,2020,173
The Big Switch,Nicholas Carr,t6QY-c0XN7UC,Marc Benioff,1,Computers,2009,304
The Biology of Desire,Marc Lewis,SbE4DgAAQBAJ,Esther Dyson,1,Psychology,2015,256
The Black Book of Communism,Mark Kramer,c5-TewmRvzsC,Nick Szabo,1,Religion,2011,264
The Black Jacobins,C.L.R. James,MwqF2592AMQC,Ben Horowitz,1,History,2001,384
The Black Riders,Violet Needham,9aqotAEACAAJ,Paul Graham,1,Adventure stories,1971,190
The Black Swan,Nassim Nicholas Taleb,gWW4SkJjM08C,Art De Vany|Bill Gates|Edward Norton|James Altucher|Jeff Bezos|Matt Mullenweg|Naval Ravikant|Nick Kokonas,8,Business & Economics,2007,480
The Blade Itself,Joe Abercrombie,SlizBgAAQBAJ,Joel McHale,1,Fiction,2015,560
The Blind Side,Michael Lewis,RIPdMkiKipMC,Ev Williams,1,Biography & Autobiography,2009,352
The Blind Watchmaker,Richard Dawkins,u4d0CgAAQBAJ,Steven Pinker,1,Science,2015,496
The Bloody Chamber,Angela Carter,kij3DAAAQBAJ,Emma Watson,1,Fairy tales,2016,240
The Blue Sweater,Jacqueline Novogratz,wN-mAgAAQBAJ,Seth Godin,1,Social Science,2010,320
The Bluest Eye,Toni Morrison,SsFhBAAAQBAJ,Oprah Winfrey,1,Fiction,2014,224
The Body Reset Diet,Harley Pasternak,sWdaAQAAQBAJ,Joel Stein,1,Health & Fitness,2013,256
The Bonfire of the Vanities,Tom Wolfe,JDteDwAAQBAJ,Ev Williams,1,Fiction,2018,752
The Book of Dust,Philip Pullman,pwMEDgAAQBAJ,Gretchen Rubin|Patrick Collison,2,Young Adult Fiction,2017,464
The Book of Five Rings,Miyamoto Musashi,o06YP08dp2gC,Jocko Willink|Joe Rogan|Naval Ravikant|Tim Ferriss,4,Philosophy,2005,192
The Book of Freedom,Paul Selig,a95NDwAAQBAJ,Aubrey Marcus,1,"Body, Mind & Spirit",2018,368
The Book of Hadith,Charles Le Gai Eaton,e5MkAQAAIAAJ,Ayaan Hirsi Ali,1,History,2008,152
The Book of Joy,Dalai Lama,fN7ACwAAQBAJ,Jack Kornfield,1,Self-Help,2016,368
The Book of Laughter and Forgetting,Milan Kundera,hux47U4KMREC,Tim Ferriss,1,Fiction,1999,320
The Book of Life,J. Krishnamurti,lLMa6isBtk8C,Naval Ravikant,1,Devotional calendars,2001,403
The Book of Mormon,Joseph Smith,19HYDCPYmvwC,Shay Carl,1,Philosophy,2009,580
The Book of Nothing,John D. Barrow,ZYL6bO0MpTUC,Naval Ravikant,1,Mathematics,2011,400
The Book of Ruth,Jane Hamilton,Qp7iBAAAQBAJ,Oprah Winfrey,1,Fiction,2014,336
The Book of Strange New Things,Michel Faber,BmtyAwAAQBAJ,Joel McHale,1,Fiction,2014,592
The Book of Truth,Paul Selig,-x8mDQAAQBAJ,Aubrey Marcus,1,"Body, Mind & Spirit",2017,368
The Book of Virtues,William J. Bennett,9TPH7BRde7wC,Glenn Beck,1,Literary Criticism,2010,832
The Book of Why,Judea Pearl,9H0dDQAAQBAJ,Keith Rabois|Naval Ravikant,2,Computers,2018,432
The Boron Letters,Gary Halbert,y_uJnQEACAAJ,Neville Medhora|Noah Kagan,2,,2013,146
The Botany of Desire,Michael Pollan,Woywyw8LlcgC,Samin Nosrat,1,Gardening,2002,271
The Bottom Billion,Paul Collier,xyKIteKMNXUC,Bill Gates,1,Business & Economics,2007,224
The Box,Marc Levinson,zo3yq9JSKIkC,Bill Gates|Paul Graham|Tobi Lütke,3,Political Science,2011,480
The Boys Vol. 1,Garth Ennis,LgkiDAAAQBAJ,Naval Ravikant,1,Comics & Graphic Novels,2012,144
The Brand Flip,Marty Neumeier,4MA9CgAAQBAJ,Vinod Khosla,1,Business & Economics,2015,160
The Breakthrough,Charles Graeber,lWhPDwAAQBAJ,Keith Rabois|Vinod Khosla,2,Health & Fitness,2018,320
The Broken Ladder,Keith Payne,IPTGDgAAQBAJ,Barack Obama,1,business & economics,2017,246
The Brothers Karamazov,Fyodor Dostoyevsky,mMNKAAAAYAAJ,Jordan Peterson,1,Brothers,1922,838
The Brutality of Fact,David Sylvester,qMMzSQAACAAJ,Dave Elitch,1,,1988,208
The Bully Pulpit,Doris Kearns Goodwin,4W7Q-qr_TSAC,Bill Gates,1,History,2013,928
The Business Value of Computers,Paul A Strassmann,4JFYNybuNmYC,Steve Jobs,1,Business & Economics,1990,530
The Call,Oriah Mountain Dreamer,YMxzQiezE58C,Michael Gervais,1,Religion,2009,224
The Case Against Sugar,Gary Taubes,BVHgCwAAQBAJ,Vinod Khosla,1,Health & Fitness,2016,384
The Cat's Table,Michael Ondaatje,IAptB4TZ3nkC,Bill Gates,1,Fiction,2012,256
The Catcher in the Rye,J.D. Salinger,Ar1jswEACAAJ,Bill Gates|Ev Williams|Gretchen Rubin|Larry King,4,Fiction,2018,288
The Cathedral & the Bazaar,Eric S. Raymond,Li7P67rthboC,Ryan Holiday,1,,1788,30
The Causes of War,Geoffrey Blainey,EcuxgjB6W-sC,Stewart Brand,1,,1973,
The Champion's Mind,Jim Afremow,CqEiAgAAQBAJ,Katrín Davíðsdóttir,1,Sports & Recreation,2014,288
The Charterhouse of Parma,Stendhal,7xdehD9jXd4C,Jordan Peterson,1,Fiction,2007,
The Checklist Manifesto,Atul Gawande,9T3yxD8UhKoC,Bill Gates|Charles Poliquin|Jack Dorsey|Keith Rabois|Malcolm Gladwell|Michael McCullough|Ramit Sethi|Tim Ferriss,8,,2010,224
The Cheese Trap,Neal D Barnard,TKfbDAAAQBAJ,James Cameron|Suzy Amis Cameron,2,Health & Fitness,2017,288
The China Study,T. Colin Campbell,kmhADwAAQBAJ,Ev Williams|James Cameron|Suzy Amis Cameron,3,Health & Fitness,2016,496
The Chip,T. R. Reid,lKd-PwAACAAJ,Patrick Collison,1,Science,2008,309
The Churchill Factor,Boris Johnson,6wUiAwAAQBAJ,Arnold Schwarzenegger,1,History,2014,384
The Circle,Dave Eggers,sbxWAAAAQBAJ,Emma Watson,1,Fiction,2013,504
The City That Became Safe,Franklin E. Zimring,_HcTDAAAQBAJ,Bill Gates,1,Law,2013,272
The City We Became,N. K. Jemisin,CD-DDwAAQBAJ,Neil Gaiman,1,Fiction,2020,448
The City in History,Lewis Mumford,q0NNgjY03DkC,Keith Rabois|Patrick Collison,2,History,1961,657
The Civil War,Bruce Catton,lSOwSO5l5OUC,Tim O’Reilly,1,History,2005,382
The Civilization of the Middle Ages,Norman F. Cantor,d1rHCgAAQBAJ,Stewart Brand,1,History,2015,624
The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington,1CM3GUNLzOAC,Ayaan Hirsi Ali|Stewart Brand,2,Political Science,2007,368
The Clash of the Cultures,John C. Bogle,9WmHM2y8AEEC,Mr. Money Mustache|Warren Buffett,2,Business & Economics,2012,384
The Clay Pigeons of St. Lo,Joseph Balkoski,LeGVAwAAQBAJ,Jocko Willink,1,History,2012,432
The Clock Of The Long Now,Stewart Brand,Ed0XwaX_fHIC,Phil Libin,1,Philosophy,2008,208
The Cluetrain Manifesto,Rick Levine,g2vMtAEACAAJ,Ev Williams,1,Business & Economics,2011,320
The Coddling of the American Mind,Greg Lukianoff,9-o6DwAAQBAJ,Max Levchin|Vinod Khosla,2,Social Science,2018,352
The Coldest War,James Brady,dO09Ln326lMC,Jocko Willink,1,History,2007,256
The Coldest Winter,David Halberstam,9oQC0T8J7pYC,Bill Rasmussen,1,History,2011,736
The Collected Poems,Wallace Stevens,-QJwDwAAQBAJ,Caterina Fake|Tim O’Reilly,2,Poetry,2015,583
The Collected Poems of Dylan Thomas,Dylan Thomas,-eVJAAAAQBAJ,Steve Jobs,1,Poetry,2010,240
The Collected Poems of Emily Dickinson,Emily Dickinson,J8c9vgAACAAJ,Caterina Fake,1,American poetry,2016,208
The Collected Poems of W. B. Yeats,W. B. Yeats,J6H0uAEACAAJ,Tim O’Reilly,1,,2018,802
The Collected Stories of Colette,Colette,xv8SY39zG9YC,J.K. Rowling,1,Fiction,2011,624
The Collected Works of P. G. Wodehouse,P. G. Wodehouse,otCSDwAAQBAJ,J.K. Rowling|Paul Graham,2,Fiction,2018,5685
The Color Purple,Alice Walker,CX6m7scQ4wcC,Emma Watson,1,Fiction,1982,294
The Colour of Magic,Terry Pratchett,6Fbv-886Iv4C,Neil Gaiman,1,Fiction,1985,284
The Columbian Exchange,Alfred Crosby,n-y_bn3ZM4EC,Nick Szabo,1,Biography & Autobiography,2003,283
The Coming Plague,Laurie Garrett,O8vSDwAAQBAJ,Jonathan Eisen,1,Medical,1995,750
The Coming Population Crash,Fred Pearce,KWBqYzt10L0C,Stewart Brand,1,Science,2010,289
The Company,John Micklethwait,JTp2eWZCh98C,Paul Graham,1,History,2005,227
The Compleat Strategyst,J. D. Williams,lAv_hd2KybYC,Naval Ravikant,1,Mathematics,2012,268
The Complete Calvin and Hobbes,Bill Watterson,wmjG5g4Yx7gC,Paul Graham,1,Comics & Graphic Novels,2005,1440
The Complete Essays,Michel de Montaigne,VCrII-QPaucC,Alain de Botton,1,Literary Collections,2004,1360
The Complete Greek Tragedies,David Grene,pfmwAAAAIAAJ,Stewart Brand,1,English drama,1959,
The Complete Guide to Trail Building and Maintenance,Carl Demrow,29cAAAAACAAJ,Stewart Brand,1,Sports & Recreation,1998,245
The Complete Life's Little Instruction Book,H. Jackson Brown Jr,hNjDk75RCD8C,Scott Belsky,1,Self-Help,1997,320
The Complete Novels of Jane Austen,Jane Austen,3GOFouoFqoIC,Paul Graham,1,England,2007,1440
The Complete Persepolis,Marjane Satrapi,lWJ_PgAACAAJ,Emma Watson,1,BIOGRAPHY & AUTOBIOGRAPHY,2007,341
The Complete Sherlock Holmes,Arthur Conan Doyle,kcw-GGgGPcAC,Paul Graham,1,Fiction,2012,800
The Complete Stories,Isaac Asimov,BVnaF63RVs0C,Max Levchin,1,American fiction,1994,429
The Complete Works of Henry David Thoreau,Henry David Thoreau,cZfbyAEACAAJ,Ricardo Semler,1,,1929,
The Confessions,Jean-Jacques Rousseau,JpeFvnPUEuIC,Paul Graham,1,Comics & Graphic Novels,1996,645
The Confusion,Neal Stephenson,C0zkK0Kg4yMC,Lewis Cantley,1,Fiction,2012,832
The Conquest of Happiness,Bertrand Russell,PZLXEn5ekwEC,Seth Rogen,1,Literary Collections,2015,200
The Constitution of Liberty,F. A. Hayek,PotEBAAAQBAJ,Ayaan Hirsi Ali,1,Business & Economics,2014,512
The Continuum Concept,Jean Liedloff,pMJtcfwF1L4C,Whitney Cummings,1,Family & Relationships,2004,176
The Control of Nature,John McPhee,qQMFOctR7AoC,Jim Collins,1,Nature,2011,272
The Copernican Revolution,Thomas S. Kuhn,sWScX_aduGMC,Paul Graham,1,Science,1957,297
The Corner,David Simon,pEp8ILjTcrcC,Peter Attia,1,Social Science,2013,576
The Corrections,Jonathan Franzen,PU3fAAAAQBAJ,Ev Williams|Oprah Winfrey,2,Fiction,2013,640
The Cosmic Serpent,Jeremy Narby,aOXQssPdIIYC,Aubrey Marcus|Dan Engle,2,Science,1999,272
The Cost of Hope,Amanda Bennett,gojrg8kVm6QC,Bill Gates,1,Biography & Autobiography,2012,228
The Count of Monte Cristo,Alexandre Dumas,RyEEAAAAQAAJ,"Mike Maples, Jr.|Patrick Collison",2,,1846,636
The Country Between Us,Carolyn Forche,rCDFbwAACAAJ,Ta-Nehisi Coates,1,Poetry,1982,64
The Courage to Be Disliked,Ichiro Kishimi,Yj5qDwAAQBAJ,Marc Andreessen|Ryan Hoover|Tobi Lütke,3,Self-Help,2019,288
The Courage to be Happy,Ichiro Kishimi,ch17DwAAQBAJ,Ryan Hoover,1,Philosophy,2019,
The Cowshed,Ji Xianlin,gCw8DwAAQBAJ,Patrick Collison,1,Biography & Autobiography,2016,188
The Crack in the Cosmic Egg,Joseph Chilton Pearce,2F8oDwAAQBAJ,Adam Robinson,1,"Body, Mind & Spirit",2014,208
The Craft of Scientific Writing,Michael Alley,z2ggBAAAQBAJ,Dr. Martin Gibala,1,Education,2013,282
The Crisis of Islam,Bernard Lewis,YLkoQQAACAAJ,Jordan Peterson,1,History,2008,240
The Crossroads of Should and Must,Elle Luna,FpKdBAAAQBAJ,Richard Betts,1,Self-Help,2015,176
The Crowd,Gustave Le Bon,Lj3CAgAAQBAJ,Brendan Moynihan,1,Social Science,2012,160
The Culture Code,Daniel Coyle,SwtFDwAAQBAJ,Graham Duncan,1,Business & Economics,2018,304
The Cure,Geeta Anand,bx1eDwAAQBAJ,John Crowley,1,Literary Collections,2010,496
The Curious Incident of the Dog in the Night-Time,Mark Haddon,1YgdBpXZZ-AC,Ev Williams,1,Asperger's syndrome,2005,271
The Curse of the Mogul,Jonathan A. Knee,JsdbJYu_TC8C,Keith Rabois,1,Business & Economics,2009,320
The Da Vinci Code,Dan Brown,2mmGFALfiWcC,Ev Williams,1,Art museum curators,2006,604
The Dance,Oriah Mountain Dreamer,5qy8KaLodhcC,Michael Gervais,1,Self-actualization (Psychology),2001,184
The Dance of Anger,Harriet Lerner,hU-zAAAAQBAJ,Brené Brown,1,Self-Help,2014,256
The Dark Forest,Cixin Liu,WJfYBQAAQBAJ,Adam Savage,1,Fiction,2015,480
The Dark is Rising,Susan Cooper,WGdhvUo6tDYC,Gretchen Rubin,1,Juvenile Fiction,2007,244
The Day of the Jackal,Frederick Forsyth,TffdmAEACAAJ,Ben Shapiro,1,Assassination,2013,500
The Death of Woman Wang,Jonathan D. Spence,X8TKGgAACAAJ,Edward Norton,1,China,2008,169
The Decadent Society,Ross Gregory Douthat,8rDMDwAAQBAJ,Peter Thiel,1,Political Science,2020,272
The Deep Blue Good-by,John D. MacDonald,xtXcx7OmwGQC,Mike Rowe,1,Fiction,2013,240
The Deep End of the Ocean,Jacquelyn Mitchard,247V71TlJ0MC,Oprah Winfrey,1,Fiction,1999,434
The Denial of Death,Ernest Becker,G67wXZ94JmoC,Darren Aronofsky|Eric Weinstein|Jason Silva|Jordan Peterson|Shay Carl,5,Philosophy,2007,336
The Design of Everyday Things,Don Norman,nVQPAAAAQBAJ,Scott Adams,1,Design,2013,384
The Dhammapada,Eknath Easwaran,8czJAAAAQBAJ,Dr. Gabor Maté|Steve Jobs,2,Religion,2007,275
The Dharma Bums,Jack Kerouac,Es3fmFyTrIIC,Josh Waitzkin|Steve Jobs,2,Fiction,1986,244
The Diamond Age,Neal Stephenson,aAV6wV4Rn00C,Ev Williams|Kelly Starrett|Naval Ravikant|Peter Thiel|Seth Godin,5,Fiction,2003,512
The Diaries of Auberon Waugh,Auberon Waugh,vHFbAAAAMAAJ,J.K. Rowling,1,Biography & Autobiography,1985,207
The Diary of Anais Nin,Anais Nin,3B99vQEACAAJ,Eric Weinstein,1,"Authors, American",1969,327
The Dip,Seth Godin,6H6nRZRsKOQC,Brian Armstrong|Ev Williams,2,Business & Economics,2011,96
The Discoverers,Daniel J. Boorstin,aEr07wJ21NYC,Stewart Brand,1,Science,2011,768
The Discovery of the Mind,Bruno Snell,phWfjceDwOMC,Tim O’Reilly,1,Philosophy,2012,352
The Discovery of the Unconscious,Henri F. Ellenberger,DrfCswEACAAJ,Jordan Peterson,1,Psychology,1981,976
The Diving Bell and the Butterfly,Jean-Dominique Bauby,4C7evgEACAAJ,Emma Watson,1,,2019,144
The Doctor and the Soul,Viktor E. Frankl,4zgbvwEACAAJ,Jerzy Gregorek,1,Existentialism,2019,336
The Dog Stars,Peter Heller,dswjulAtjQ4C,Caroline Paul,1,Fiction,2012,336
The Doors of Perception and Heaven and Hell,Aldous Huxley,tpkpAgAAQBAJ,Dr. Andrew Weil|Michael Pollan,2,Fiction,2014,172
The Double Helix,James D. Watson Ph.D.,0TeVw2PMUp4C,Matt Ridley|Paul Graham|Peter Attia,3,Science,2012,192
The Drama of the Gifted Child,Alice Miller,pV827ez1FlYC,Dr. Gabor Maté|Josh Waitzkin|Whitney Cummings,3,Family & Relationships,2008,144
The Dream Machine,M. Mitchell Waldrop,7HpQAAAAMAAJ,Patrick Collison,1,Computers,2002,502
The Dream of a Common Language,Adrienne Rich,sEMACgAAQBAJ,Liz Lambert,1,Poetry,2013,96
The E-Myth Revisited,Michael E. Gerber,dqI_PgAACAAJ,Dave Camarillo|Dave Ramsey|Derek Sivers|Tim Ferriss,4,Business & Economics,2005,288
The Earth's Biosphere,Vaclav Smil,8ntHWPMUgpMC,Bill Gates,1,Science,2003,356
The Ecological Approach to Visual Perception,James J. Gibson,yv_9hU_26KEC,Jordan Peterson,1,Psychology,2013,352
The Economics of Microfinance,Beatriz Armendáriz,eeKlivwtPHQC,Brian Armstrong,1,Business & Economics,2007,346
The Educated Mind,Kieran Egan,FvpFsAtffQYC,Patrick Collison,1,Education,2007,310
The Effective Executive,Peter F. Drucker,ZRRN9OpL-1AC,Drew Houston|Ev Williams|Jim Collins|Matt Mullenweg|Tim Ferriss,5,Business & Economics,2007,167
The Electric Kool-Aid Acid Test,Tom Wolfe,M4zx5dxTMqwC,Jordan Peterson|Tim O’Reilly,2,History,2008,416
The Elements of Style,William Strunk Jr.,LaqSDwAAQBAJ,Bill Nye|Kara Swisher|Tobi Lütke,3,Education,2018,52
The Elephant in the Brain,Kevin Simler,mcM9DwAAQBAJ,Naval Ravikant,1,Psychology,2018,416
The Eleventh Day,Anthony Summers,i52lBVG5QkoC,Jocko Willink,1,Political Science,2012,612
The Eleventh Plague,Leonard A. Cole,mA_zdUxsGdcC,Jonathan Eisen,1,History,1996,304
The Emotional Brain,Joseph Ledoux,7EJN5I8sk2wC,Jordan Peterson,1,Psychology,1998,384
The Emperor of All Maladies,Siddhartha Mukherjee,hgx0sJvphNkC,Bill Gates|Laura R Walker|Peter Attia,3,History,2011,573
The Emperor of Scent,Chandler Burr,Tb7UcmuMYTgC,Eric Weinstein,1,Biography & Autobiography,2012,496
The Empty Pot,Demi,lx41Tnkqbv0C,Stephen Dubner,1,Juvenile Fiction,2007,32
